"Abbreviation","Species","MWMT_overlap","CMD_overlap","Relative_frequency"
"Punrud","Punctelia_rudecta",0.853793998280729,0.917042139012032,0.217
"Punsem","Punctelia_graminicola",0.795135409665438,0.482639338385161,0.006
"Punsub","Punctelia_subrudecta",0.616775770635492,0.786198100768441,0.075
"Pyxber","Pyxine_berteriana",0.401315661664598,0.526295734547806,0
"Pyxcae","Pyxine_caesiopruinosa",0.691856771570863,0.863077623955331,0.014
"Pyxesc","Pyxine_eschweileri",0.300548028321298,0.515941624003123,0.001
"Pyxsor","Pyxine_sorediata",0.829972635786903,0.906905871564042,0.055
"Pyxsub","Pyxine_subcinerea",0.474304386017352,0.682357882271763,0.014
"Ramame","Ramalina_americana",0.840121115185861,0.823984270209552,0.053
"Ramcom","Ramalina_complanata",0.118625106093936,0.054569389644685,0
"Ramden","Ramalina_denticulata",0.0508181865240015,0.0626141692365516,0
"Ramdil","Ramalina_dilacerata",0.698343238581378,0.734196663848439,0.037
"Ramfar","Ramalina_farinacea",0.717695998171989,0.673327951864967,0.1
"Ramlep","Ramalina_leptocarpha",0.891459462170812,0.804472677200411,0.004
"Rammen","Ramalina_menziesii",0.762021067539294,0.823945338776808,0.008
"Ramobt","Ramalina_obtusata",0.255689604581019,0.501287639155317,0.001
"Rampol","Ramalina_pollinaria",0.837705054166706,0.798352557362762,0.002
"Ramroe","Ramalina_roesleri",0.568362876289297,0.65775137445977,0.016
"Ramsin","Ramalina_sinensis",0.715903826548514,0.80433854773339,0.009
"Ramsle","Ramalina_subleptocarpha",0.852659491603818,0.765269839536795,0.011
"Ramste","Ramalina_stenospora",0.563361333239737,0.3790001009253,0.001
"Ramthr","Ramalina_thrausta",0.709144945310929,0.833559998940994,0.008
"Ramwil","Ramalina_willeyi",0.523295749373527,0.784086606365981,0.001
"Rimcet","Parmotrema_cetrata",0.744079885800197,0.604389509747496,0.008
"Rimdif","Parmotrema_diffractaicum",0.0152916596426484,0.022022767505796,0
"Rimret","Parmotrema_reticulatum",0.793296571878612,0.677537747101285,0.046
"Rimsub","Rimelia_subisidiosa",0.77324757271971,0.849023571269369,0.011
"Sphglo","Sphaerophorus_globosus",0.661943347623265,0.74517933376521,0.107
"Sphmel","Bunodophoron_melanocarpum",0.647129301463979,0.471785588770915,0.003
"Stibea","Sticta_beauvoisii",0.490027441609508,0.267324890671982,0.001
"Stiful","Sticta_fuliginosa",0.731088064334089,0.756755559051325,0.03
"Stilim","Sticta_limbata",0.634172305011179,0.826345101534788,0.02
"Stiwei","Sticta_weigelii",0.421331759169394,0.489626167702471,0.007
"Stiwri","Sticta_wrightii",0.424842294120725,0.207619562018303,0.002
"Sulbad","Sulcaria_badia",0.728139682919306,0.751387052100692,0.001
"Telchr","Teloschistes_chrysophthalmus",0.492510329218188,0.251409389191149,0.001
"Telexi","Teloschistes_exilis",0.506602129539046,0.728937641536533,0
"Telfla","Teloschistes_flavicans",0.0259073777848229,0.0466299094286591,0
"Tucari","Nephromopsis_arizonica",0.298535406478057,0.253632887556994,0
"Tucfen","Nephromopsis_fendleri",0.780288568400163,0.696864498704844,0.02
"Tucpse","Nephromopsis_pseudoweberi",3.51786477710107e-08,3.54754865399471e-16,0
"Usncad","Usnea_dasaea",0.559844259939817,0.238405992880978,0.001
"Usncav","Usnea_cavernosa",0.734366373748593,0.51152253340613,0.009
"Usncer","Usnea_ceratina",0.848121995078323,0.585853827937388,0.011
"Usncha","Usnea_chaetophora",0.796024820334716,0.516487399305037,0.003
"Usncor","Usnea_cornuta",0.87740322546015,0.868522624005677,0.019
"Usncyl","Usnea_cylindrica",0.0134065466493274,0.0350200653417079,0.001
"Usndip","Usnea_diplotypus",0.62081380844081,0.74313522225654,0.003
"Usnesp","Usnea_esperantiana",0.0302337994518614,0.0262455825300099,0
"Usnfil","Usnea_filipendula",0.777632513711679,0.739697531027304,0.07
"Usnfra","Usnea_fragilescens",0.810189098361238,0.587655847732481,0.006
"Usngla","Usnea_glabrata",0.64507847447173,0.910484305646987,0.013
"Usngls","Usnea_glabrescens",0.77209673698643,0.741355778997885,0.004
"Usnhes","Usnea_hesperina",0.584834213159923,0.762642515588071,0.001
"Usnhir","Usnea_hirta",0.916440881810562,0.845498912709583,0.108
"Usnint","Usnea_intermedia",0.781094547358143,0.839261962458357,0.004
"Usnlap","Usnea_lapponica",0.823354837504613,0.67424613757117,0.116
"Usnlon","Usnea_longissima",0.559619491064335,0.64636964028972,0.027
"Usnmad","Usnea_madeirensis",0.747245299956267,0.811156883188865,0.004
"Usnmer","Usnea_merrillii",0.046612715137661,0.099682073247151,0
"Usnmut","Usnea_mutabilis",0.721600912145878,0.754499960134828,0.011
"Usnnid","Usnea_nidulans",0.000172340268654594,0.0622839049978865,0
"Usnocc","Usnea_occidentalis",0.229128813568049,0.785149260530328,0.001
"Usnpar","Usnea_parvula",0.512621343973166,0.268807451763359,0.001
"Usnpcf","Usnea_pacificana",0.774759155119143,0.82265043559567,0.01
"Usnpli","Usnea_plicata",0.600850298080828,0.177850037913887,0.001
"Usnrub","Usnea_rubicunda",0.715827876368438,0.742893254780459,0.011
"Usnsca","Usnea_scabrata",0.659799206921023,0.669455104458749,0.029
"Usnsfu","Usnea_subfusca",0.681727768065328,0.863365674659216,0.002
"Usnssc","Usnea_subscabrosa",0.681708964939651,0.721426546741925,0.003
"Usnsst","Usnea_substerilis",0.670751629925007,0.671060431609205,0.018
"Usnstr","Usnea_strigosa",0.727593701521652,0.795442935923972,0.053
"Usnsub","Usnea_subfloridana",0.695540416646158,0.85290337529416,0.054
"Usntri","Usnea_trichodea",0.351716657717947,0.413096222691524,0.003
"Usnwas","Usnea_wasmuthii",0.634824086241003,0.622565764970806,0.002
"Usnwir","Usnea_wirthii",0.706135802376737,0.552970912875878,0.034
"Vulcan","Cetraria_canadensis",0.798819960250043,0.736270050934035,0.047
"Vulpin","Cetraria_pinastri",0.774932132737754,0.864431046797305,0.033
"Xancan","Polycauliona_candelaria",0.65808471024509,0.719979150792012,0.029
"Xanfal","Xanthomendoza_fallax",0.943099800296786,0.515977060001799,0.095
"Xanful","Xanthomendoza_fulva",0.837348056746758,0.803605886062279,0.06
"Xangal","Xanthomendoza_galericulata",0.865479772006982,0.860673960886746,0.023
"Xanhas","Xanthomendoza_hasseana",0.807516827588093,0.653359592735373,0.041
"Xanmon","Xanthomendoza_montana",0.874308167819938,0.930149683874362,0.11
"Xanore","Xanthomendoza_oregana",0.857820299032749,0.884186736090206,0.04
"Xanpar","Xanthoria_parietina",0.480488665222128,0.526123985664567,0.005
"Xanpol","Polycauliona_polycarpa",0.868327680084298,0.681557204651343,0.069
"Xanten","Polycauliona_tenax",0.833341617978945,0.269122896844952,0.003
"Xanulo","Xanthomendoza_ulophyllodes",0.676421932934289,0.62816597701837,0.011
